key,timestamp,eventLevel1,eventLevel1Id,eventLevel2,eventLevel2Id,eventLevel3,eventLevel3Id,tx_id,chaincode_id,block_number,endorser,channelId,creatorMSP,registryType,assetClass
Asset:org.acme.vehicle_network.Ordero2,08.05.2019 11.32.56,asset updated,4,orderStatus changed,7,orderStatus:PLACED > VIN_ASSIGNED,9,853905bcb741c9d565fb5416e6de0f6463d4619a0219bac9de3d224d656dedbf,vehicle-manufacture-network,7,Org1MSP,composerchannel,Org1MSP,Asset,org.acme.vehicle_network.Order
Asset:org.acme.vehicle_network.Ordero2,08.05.2019 11.33.06,asset updated,4,orderStatus changed,7,orderStatus:VIN_ASSIGNED > OWNER_ASSIGNED,10,67292a62f0ea9d86d87020909a6b6e2174084cc4057ad9b2d3d20369a7046f79,vehicle-manufacture-network,8,Org1MSP,composerchannel,Org1MSP,Asset,org.acme.vehicle_network.Order
Asset:org.acme.vehicle_network.Ordero2,08.05.2019 11.33.16,asset updated,4,orderStatus changed,7,orderStatus:OWNER_ASSIGNED > DELIVERED,19,ae2e9417a4bcf82ad5bec380525aca0d29a589fb609a5623c002f7c6c170e5c5,vehicle-manufacture-network,10,Org1MSP,composerchannel,Org1MSP,Asset,org.acme.vehicle_network.Order
Asset:org.acme.vehicle_network.Ordero3,08.05.2019 11.32.46,asset updated,4,orderStatus changed,7,orderStatus:PLACED > SCHEDULED_FOR_MANUFACTURE,7,1393bafc7deb31efdca030d7eeddbe0d98978778c7d485007880c3ca13506c3a,vehicle-manufacture-network,6,Org1MSP,composerchannel,Org1MSP,Asset,org.acme.vehicle_network.Order
Asset:org.acme.vehicle_network.Ordero3,08.05.2019 11.32.56,asset updated,4,orderStatus changed,7,orderStatus:SCHEDULED_FOR_MANUFACTURE > VIN_ASSIGNED,8,f4d33313efd2aaa2fcc84d31dc9d1475971f542e466229013c6e689d4600add6,vehicle-manufacture-network,7,Org1MSP,composerchannel,Org1MSP,Asset,org.acme.vehicle_network.Order
Asset:org.acme.vehicle_network.Ordero3,08.05.2019 11.33.06,asset updated,4,orderStatus changed,7,orderStatus:VIN_ASSIGNED > OWNER_ASSIGNED,10,eb5ec8d8c15c9100bfbffe139d5ccebb52f2ed453b0cdd95cf68642cfb74817c,vehicle-manufacture-network,8,Org1MSP,composerchannel,Org1MSP,Asset,org.acme.vehicle_network.Order
Asset:org.acme.vehicle_network.Ordero3,08.05.2019 11.33.16,asset updated,4,orderStatus changed,7,orderStatus:OWNER_ASSIGNED > DELIVERED,19,dfa8b7785ee034085bf628cb90810a34ac07ffae49faa9b1c5f311229bcc7104,vehicle-manufacture-network,10,Org1MSP,composerchannel,Org1MSP,Asset,org.acme.vehicle_network.Order
Asset:org.acme.vehicle_network.Ordero4,08.05.2019 11.32.56,asset updated,4,orderStatus changed,7,orderStatus:PLACED > VIN_ASSIGNED,9,aec1cdddf7c34d367da25a22944cf4050ec85fa106e5b2f44edd8f3424450b3f,vehicle-manufacture-network,7,Org1MSP,composerchannel,Org1MSP,Asset,org.acme.vehicle_network.Order
Asset:org.acme.vehicle_network.Ordero4,08.05.2019 11.33.06,asset updated,4,orderStatus changed,7,orderStatus:VIN_ASSIGNED > OWNER_ASSIGNED,10,711ad429a09df4981f79c84be2da37bb7102d77eeb7e5ada594b4b50b1fa084d,vehicle-manufacture-network,8,Org1MSP,composerchannel,Org1MSP,Asset,org.acme.vehicle_network.Order
Asset:org.acme.vehicle_network.Ordero4,08.05.2019 11.33.16,asset updated,4,orderStatus changed,7,orderStatus:OWNER_ASSIGNED > DELIVERED,19,a179833a530fa188b971d0447cd977a17983b8baaee187ebba72373800a9719c,vehicle-manufacture-network,10,Org1MSP,composerchannel,Org1MSP,Asset,org.acme.vehicle_network.Order
Asset:org.acme.vehicle_network.Ordero5,08.05.2019 11.32.46,asset updated,4,orderStatus changed,7,orderStatus:PLACED > SCHEDULED_FOR_MANUFACTURE,7,29b9adc7681a02d4f142ae6f365921d0bc111379d79ca339ec87f29e3efd397c,vehicle-manufacture-network,6,Org1MSP,composerchannel,Org1MSP,Asset,org.acme.vehicle_network.Order
Asset:org.acme.vehicle_network.Ordero5,08.05.2019 11.32.56,asset updated,4,orderStatus changed,7,orderStatus:SCHEDULED_FOR_MANUFACTURE > VIN_ASSIGNED,8,665ecbbc9cd49c80d5f0749d3fd8e77ce81c722cfb511beb9bfbf53278ada2fd,vehicle-manufacture-network,7,Org1MSP,composerchannel,Org1MSP,Asset,org.acme.vehicle_network.Order
Asset:org.acme.vehicle_network.Ordero5,08.05.2019 11.33.06,asset updated,4,orderStatus changed,7,orderStatus:VIN_ASSIGNED > OWNER_ASSIGNED,10,0b4e1547f7f77991385da8b2cfa380aa614ff6e29bdbcce0de351bdb08044f19,vehicle-manufacture-network,8,Org1MSP,composerchannel,Org1MSP,Asset,org.acme.vehicle_network.Order
Asset:org.acme.vehicle_network.Ordero5,08.05.2019 11.33.16,asset updated,4,orderStatus changed,7,orderStatus:OWNER_ASSIGNED > DELIVERED,19,959b6d2af20dabf69f0070fd7406c1d3b681858bacc6f571c46b1350c21d6ed1,vehicle-manufacture-network,10,Org1MSP,composerchannel,Org1MSP,Asset,org.acme.vehicle_network.Order
Asset:org.acme.vehicle_network.Ordero6,08.05.2019 11.32.46,asset updated,4,orderStatus changed,7,orderStatus:PLACED > SCHEDULED_FOR_MANUFACTURE,7,f97f7c42e754ee628b306489c9064a09231762cacb555baa02e0e8eac2a6e939,vehicle-manufacture-network,6,Org1MSP,composerchannel,Org1MSP,Asset,org.acme.vehicle_network.Order
Asset:org.acme.vehicle_network.Ordero6,08.05.2019 11.32.56,asset updated,4,orderStatus changed,7,orderStatus:SCHEDULED_FOR_MANUFACTURE > VIN_ASSIGNED,8,612979c75f25aa6eb5822d784aa79ee683c9ffa6ab3324e869cfe827f04ed05d,vehicle-manufacture-network,7,Org1MSP,composerchannel,Org1MSP,Asset,org.acme.vehicle_network.Order
Asset:org.acme.vehicle_network.Ordero6,08.05.2019 11.33.06,asset updated,4,orderStatus changed,7,orderStatus:VIN_ASSIGNED > OWNER_ASSIGNED,10,1eb7fac870cb237076ce68cd0e38e85db5f295f8f959d8d861f99fc0e609060d,vehicle-manufacture-network,8,Org1MSP,composerchannel,Org1MSP,Asset,org.acme.vehicle_network.Order
Asset:org.acme.vehicle_network.Ordero6,08.05.2019 11.33.16,asset updated,4,orderStatus changed,7,orderStatus:OWNER_ASSIGNED > DELIVERED,19,7d477d1ef2fe10fde9b62858a5b13484db9407bc8c2e40808646e3c2bb18472d,vehicle-manufacture-network,10,Org1MSP,composerchannel,Org1MSP,Asset,org.acme.vehicle_network.Order
Asset:org.acme.vehicle_network.Ordero7,08.05.2019 11.32.46,asset updated,4,orderStatus changed,7,orderStatus:PLACED > SCHEDULED_FOR_MANUFACTURE,7,83374486b8c0bd49051733c6da902b124f7c07a7617494aa74b85a44d6546893,vehicle-manufacture-network,6,Org1MSP,composerchannel,Org1MSP,Asset,org.acme.vehicle_network.Order
Asset:org.acme.vehicle_network.Ordero7,08.05.2019 11.32.56,asset updated,4,orderStatus changed,7,orderStatus:SCHEDULED_FOR_MANUFACTURE > VIN_ASSIGNED,8,9dc48ac346b0a233b7a3c2e42862c6863c90a0e3e3b74c3e64c39fd56c48b0be,vehicle-manufacture-network,7,Org1MSP,composerchannel,Org1MSP,Asset,org.acme.vehicle_network.Order
Asset:org.acme.vehicle_network.Ordero7,08.05.2019 11.33.06,asset updated,4,orderStatus changed,7,orderStatus:VIN_ASSIGNED > OWNER_ASSIGNED,10,7d6710c028b2e17b3a955591b779955421c417c83373558b77405faf4791e0ef,vehicle-manufacture-network,8,Org1MSP,composerchannel,Org1MSP,Asset,org.acme.vehicle_network.Order
Asset:org.acme.vehicle_network.Ordero7,08.05.2019 11.33.16,asset updated,4,orderStatus changed,7,orderStatus:OWNER_ASSIGNED > DELIVERED,19,1a95d99668792857ddb48a43363a6f56f85e0292fde5e592846bfc5ae206cfc1,vehicle-manufacture-network,10,Org1MSP,composerchannel,Org1MSP,Asset,org.acme.vehicle_network.Order
Asset:org.acme.vehicle_network.Ordero8,08.05.2019 11.32.46,asset updated,4,orderStatus changed,7,orderStatus:PLACED > SCHEDULED_FOR_MANUFACTURE,7,9704b1ad729f8d92352882878d16437c91865015135d4b4850c867df16f36aff,vehicle-manufacture-network,6,Org1MSP,composerchannel,Org1MSP,Asset,org.acme.vehicle_network.Order
Asset:org.acme.vehicle_network.Ordero8,08.05.2019 11.32.56,asset updated,4,orderStatus changed,7,orderStatus:SCHEDULED_FOR_MANUFACTURE > VIN_ASSIGNED,8,8af6bbe22284d28a11fe8f525936ee327bc459c21a2b60e2166a29183f8aacb5,vehicle-manufacture-network,7,Org1MSP,composerchannel,Org1MSP,Asset,org.acme.vehicle_network.Order
Asset:org.acme.vehicle_network.Ordero8,08.05.2019 11.33.06,asset updated,4,orderStatus changed,7,orderStatus:VIN_ASSIGNED > OWNER_ASSIGNED,10,63451d49873eaf71dae8b37544ff88f4a6bbfee387ab45b32af4d66eb05eec22,vehicle-manufacture-network,9,Org1MSP,composerchannel,Org1MSP,Asset,org.acme.vehicle_network.Order
Asset:org.acme.vehicle_network.Ordero8,08.05.2019 11.33.16,asset updated,4,orderStatus changed,7,orderStatus:OWNER_ASSIGNED > DELIVERED,19,593bc6aa4a9f56e95ca1edf4bce416184506487ebeed865c7db0b208eb1759b5,vehicle-manufacture-network,10,Org1MSP,composerchannel,Org1MSP,Asset,org.acme.vehicle_network.Order
Asset:org.acme.vehicle_network.Ordero9,08.05.2019 11.32.46,asset updated,4,orderStatus changed,7,orderStatus:PLACED > SCHEDULED_FOR_MANUFACTURE,7,2ad7ee85ee6a59abc30e3839a408fd3691db04dc5b3dfd2ec658b548beffdf1e,vehicle-manufacture-network,6,Org1MSP,composerchannel,Org1MSP,Asset,org.acme.vehicle_network.Order
Asset:org.acme.vehicle_network.Ordero9,08.05.2019 11.32.56,asset updated,4,orderStatus changed,7,orderStatus:SCHEDULED_FOR_MANUFACTURE > VIN_ASSIGNED,8,1008abf13ac11e5e30e990921f035a841eaac381aee184190da4eb847444d41c,vehicle-manufacture-network,7,Org1MSP,composerchannel,Org1MSP,Asset,org.acme.vehicle_network.Order
Asset:org.acme.vehicle_network.Ordero9,08.05.2019 11.33.06,asset updated,4,orderStatus changed,7,orderStatus:VIN_ASSIGNED > OWNER_ASSIGNED,10,5a783c033c53cc3ddbe8a8b326edf3ea00d489177d021cb2150e81f4e216d4a8,vehicle-manufacture-network,8,Org1MSP,composerchannel,Org1MSP,Asset,org.acme.vehicle_network.Order
Asset:org.acme.vehicle_network.Ordero9,08.05.2019 11.33.16,asset updated,4,orderStatus changed,7,orderStatus:OWNER_ASSIGNED > DELIVERED,19,1690b7649b8c1a86ff99a4fe92cfc7ab359c86f3d87545cb1ddd631371892f93,vehicle-manufacture-network,11,Org1MSP,composerchannel,Org1MSP,Asset,org.acme.vehicle_network.Order
Asset:org.acme.vehicle_network.Vehiclevin_1,08.05.2019 11.33.06,asset updated,4,"owner, vehicleStatus changed",8,vehicleStatus changed to ACTIVE,11,508c8e77f6cb6301a281ed1ae3b4222b0cd7cbf1c7950416b5c1cb486764ddf5,vehicle-manufacture-network,8,Org1MSP,composerchannel,Org1MSP,Asset,org.acme.vehicle_network.Vehicle
Asset:org.acme.vehicle_network.Vehiclevin_1,08.05.2019 11.33.06,asset updated,4,"owner, vehicleStatus changed",8,owner assigned,11,508c8e77f6cb6301a281ed1ae3b4222b0cd7cbf1c7950416b5c1cb486764ddf5,vehicle-manufacture-network,8,Org1MSP,composerchannel,Org1MSP,Asset,org.acme.vehicle_network.Vehicle
Asset:org.acme.vehicle_network.Vehiclevin_1,08.05.2019 11.33.06,asset updated,4, changed,9,,18,ebb5c302770e3b22dd2ccb43abac5e83ff8ebdf7d8124969a429f0998cc68c55,vehicle-manufacture-network,8,Org1MSP,composerchannel,Org1MSP,Asset,org.acme.vehicle_network.Vehicle
Asset:org.acme.vehicle_network.Vehiclevin_2,08.05.2019 11.33.06,asset updated,4,"owner, vehicleStatus changed",8,owner assigned,17,67292a62f0ea9d86d87020909a6b6e2174084cc4057ad9b2d3d20369a7046f79,vehicle-manufacture-network,8,Org1MSP,composerchannel,Org1MSP,Asset,org.acme.vehicle_network.Vehicle
Asset:org.acme.vehicle_network.Vehiclevin_2,08.05.2019 11.33.06,asset updated,4,"owner, vehicleStatus changed",8,vehicleStatus changed to ACTIVE,17,67292a62f0ea9d86d87020909a6b6e2174084cc4057ad9b2d3d20369a7046f79,vehicle-manufacture-network,8,Org1MSP,composerchannel,Org1MSP,Asset,org.acme.vehicle_network.Vehicle
Asset:org.acme.vehicle_network.Vehiclevin_3,08.05.2019 11.33.06,asset updated,4,"owner, vehicleStatus changed",8,owner assigned,13,eb5ec8d8c15c9100bfbffe139d5ccebb52f2ed453b0cdd95cf68642cfb74817c,vehicle-manufacture-network,8,Org1MSP,composerchannel,Org1MSP,Asset,org.acme.vehicle_network.Vehicle
Asset:org.acme.vehicle_network.Vehiclevin_3,08.05.2019 11.33.06,asset updated,4,"owner, vehicleStatus changed",8,vehicleStatus changed to ACTIVE,13,eb5ec8d8c15c9100bfbffe139d5ccebb52f2ed453b0cdd95cf68642cfb74817c,vehicle-manufacture-network,8,Org1MSP,composerchannel,Org1MSP,Asset,org.acme.vehicle_network.Vehicle
Asset:org.acme.vehicle_network.Vehiclevin_4,08.05.2019 11.33.06,asset updated,4,"owner, vehicleStatus changed",8,owner assigned,12,711ad429a09df4981f79c84be2da37bb7102d77eeb7e5ada594b4b50b1fa084d,vehicle-manufacture-network,8,Org1MSP,composerchannel,Org1MSP,Asset,org.acme.vehicle_network.Vehicle
Asset:org.acme.vehicle_network.Vehiclevin_4,08.05.2019 11.33.06,asset updated,4,"owner, vehicleStatus changed",8,vehicleStatus changed to ACTIVE,12,711ad429a09df4981f79c84be2da37bb7102d77eeb7e5ada594b4b50b1fa084d,vehicle-manufacture-network,8,Org1MSP,composerchannel,Org1MSP,Asset,org.acme.vehicle_network.Vehicle
Asset:org.acme.vehicle_network.Vehiclevin_5,08.05.2019 11.33.06,asset updated,4,"owner, vehicleStatus changed",8,owner assigned,15,0b4e1547f7f77991385da8b2cfa380aa614ff6e29bdbcce0de351bdb08044f19,vehicle-manufacture-network,8,Org1MSP,composerchannel,Org1MSP,Asset,org.acme.vehicle_network.Vehicle
Asset:org.acme.vehicle_network.Vehiclevin_5,08.05.2019 11.33.06,asset updated,4,"owner, vehicleStatus changed",8,vehicleStatus changed to ACTIVE,15,0b4e1547f7f77991385da8b2cfa380aa614ff6e29bdbcce0de351bdb08044f19,vehicle-manufacture-network,8,Org1MSP,composerchannel,Org1MSP,Asset,org.acme.vehicle_network.Vehicle
Asset:org.acme.vehicle_network.Vehiclevin_6,08.05.2019 11.33.06,asset updated,4,"owner, vehicleStatus changed",8,owner assigned,16,1eb7fac870cb237076ce68cd0e38e85db5f295f8f959d8d861f99fc0e609060d,vehicle-manufacture-network,8,Org1MSP,composerchannel,Org1MSP,Asset,org.acme.vehicle_network.Vehicle
Asset:org.acme.vehicle_network.Vehiclevin_6,08.05.2019 11.33.06,asset updated,4,"owner, vehicleStatus changed",8,vehicleStatus changed to ACTIVE,16,1eb7fac870cb237076ce68cd0e38e85db5f295f8f959d8d861f99fc0e609060d,vehicle-manufacture-network,8,Org1MSP,composerchannel,Org1MSP,Asset,org.acme.vehicle_network.Vehicle
Asset:org.acme.vehicle_network.Vehiclevin_7,08.05.2019 11.33.06,asset updated,4,"owner, vehicleStatus changed",8,vehicleStatus changed to ACTIVE,14,7d6710c028b2e17b3a955591b779955421c417c83373558b77405faf4791e0ef,vehicle-manufacture-network,8,Org1MSP,composerchannel,Org1MSP,Asset,org.acme.vehicle_network.Vehicle
Asset:org.acme.vehicle_network.Vehiclevin_7,08.05.2019 11.33.06,asset updated,4,"owner, vehicleStatus changed",8,owner assigned,14,7d6710c028b2e17b3a955591b779955421c417c83373558b77405faf4791e0ef,vehicle-manufacture-network,8,Org1MSP,composerchannel,Org1MSP,Asset,org.acme.vehicle_network.Vehicle
Asset:org.acme.vehicle_network.Vehiclevin_8,08.05.2019 11.33.06,asset updated,4,"owner, vehicleStatus changed",8,vehicleStatus changed to ACTIVE,17,63451d49873eaf71dae8b37544ff88f4a6bbfee387ab45b32af4d66eb05eec22,vehicle-manufacture-network,9,Org1MSP,composerchannel,Org1MSP,Asset,org.acme.vehicle_network.Vehicle
Asset:org.acme.vehicle_network.Vehiclevin_8,08.05.2019 11.33.06,asset updated,4,"owner, vehicleStatus changed",8,owner assigned,17,63451d49873eaf71dae8b37544ff88f4a6bbfee387ab45b32af4d66eb05eec22,vehicle-manufacture-network,9,Org1MSP,composerchannel,Org1MSP,Asset,org.acme.vehicle_network.Vehicle
Asset:org.acme.vehicle_network.Vehiclevin_9,08.05.2019 11.33.06,asset updated,4,"owner, vehicleStatus changed",8,owner assigned,17,5a783c033c53cc3ddbe8a8b326edf3ea00d489177d021cb2150e81f4e216d4a8,vehicle-manufacture-network,8,Org1MSP,composerchannel,Org1MSP,Asset,org.acme.vehicle_network.Vehicle
Asset:org.acme.vehicle_network.Vehiclevin_9,08.05.2019 11.33.06,asset updated,4,"owner, vehicleStatus changed",8,vehicleStatus changed to ACTIVE,17,5a783c033c53cc3ddbe8a8b326edf3ea00d489177d021cb2150e81f4e216d4a8,vehicle-manufacture-network,8,Org1MSP,composerchannel,Org1MSP,Asset,org.acme.vehicle_network.Vehicle
